general_name,count_products,ingred_FPro,ingred_normalization_term
chick pea flour,1,0.822855556,0.2
dark turkey meat,1,0.822833333,0.142857143
turkey pepperoni,1,0.822833333,0.166666667
wheat crunch,1,0.822555556,0.125
chili pepperm garlic,1,0.822555556,0.111111111
serrano chile,1,0.822383862,0.2
oleoresin celery,1,0.822351852,0.023809524
carrot egg,1,0.822240741,0.033333333
samosa filling potato,1,0.822166667,1
green pudding water,1,0.822014815,1
fd&c blue no 1 red pudding water,1,0.822014815,0.071428571
2 cheese romano cheese sheep,1,0.821991667,0.2
red green bell pepper,1,0.821991667,0.071428571
carrot product,1,0.821991667,0.058823529
cannoli piece,1,0.821935185,0.111111111
from alliance tm farm palm oil,1,0.821777778,0.142857143
everything ranch dressing,1,0.821666667,1
thaimine mononitrate,1,0.821666667,0.090909091
mini bagel toast,1,0.821666667,0.166666667
water wheat starch,1,0.821611111,0.066666667
tomato in juice tomato,1,0.821555556,0.5
pork beef,1,0.821277778,1
m bht,1,0.821277778,0.1
salt stabilizer,1,0.82112037,0.142857143
parmezan flavor,1,0.821112963,0.125
freeze jalapeno,1,0.821111111,0.066666667
raspberry sherbet water,1,0.821083333,1
fd&c blue no 1 lowfat ice cream skim milk,1,0.821083333,0.058823529
tapioca food starch,1,0.821,0.041666667
spicy cheddar,1,0.820833333,0.333333333
sriracha style sauce,1,0.820833333,0.142857143
onion powder paprika,1,0.820833333,0.083333333
garlic vinegar,1,0.820833333,0.090909091
spice mustard seed,1,0.820809524,0.1
bell pepper strip,1,0.820796296,0.5
picanté pepper,1,0.820796296,0.333333333
nutmeg salt,1,0.820666667,0.1
bht the packaging material,1,0.820388889,0.25
concentrated coffee,1,0.820347222,0.142857143
apple jam,1,0.820222222,0.2
chicken by-product,1,0.820111111,0.0625
carrot granule,1,0.820055556,0.166666667
monterey jack cheese powder,1,0.820055556,0.125
romano cheese powder,1,0.820055556,0.111111111
macaroni pasta,1,0.819625,1
extractivepaprika,1,0.819388889,0.2
sorbic acid xanthan gum,1,0.819350926,0.052631579
kimchi paste,1,0.819333333,0.5
almond dessert base,1,0.819166667,1
pure maple flavor,1,0.819166667,0.166666667
pea protein stabilizer,1,0.819166667,0.166666667
navy bean puree,1,0.819111111,0.2
date juice concentrate,1,0.819111111,0.111111111
alfredo parmesan sauce water,1,0.818833333,0.090909091
natural flavor butter,1,0.818833333,0.071428571
chicken bone chicken breast with rib meat,1,0.818833333,0.333333333
orange citrus fiber,1,0.818724074,0.125
pear strawberry juice concentrate,1,0.81832963,0.333333333
ribofavin,1,0.818277778,0.142857143
fruit extract color,1,0.818277778,0.071428571
greek,1,0.817953704,0.25
turkey white meat,1,0.817888889,0.333333333
keto chocolate chip cookie mix almond flour,1,0.817611111,1
cacao solid,1,0.8175,0.5
in a layer arabic gum,1,0.817388889,0.111111111
salami except for those in celery,1,0.817342593,0.5
buttercrisp cracker,1,0.817342593,0.25
style caesar dressing,1,0.817277778,0.333333333
pure barley malt,1,0.817277778,0.2
vegan mozzarella,1,0.817055556,0.25
isolate soy protein,1,0.817055556,0.166666667
rio red grapefruit juice,1,0.817038889,0.5
hibiscus essetract,1,0.817038889,0.25
lentil zucchini penne,1,0.817027778,0.5
apple pie,1,0.817,1
lime syrup solid,1,0.816972222,0.125
chicken curry chicken without bone,1,0.816611111,1
beef ribeye flavor,1,0.816555556,0.0625
beef ribeye,1,0.816555556,0.058823529
beef juice,1,0.816555556,0.055555556
dice carrot,1,0.816511574,0.125
flake celery,1,0.816511574,0.083333333
tricalcium phosphate paprika oleoresin,1,0.816511574,0.066666667
maltitol lemon extract,1,0.816388889,0.25
strawberry fat milk,1,0.816366667,1
cholecalciferol peach fat milk,1,0.816366667,0.058823529
canolasoybean oil,1,0.816234259,1
grain out flour,1,0.816175,0.2
out flake,1,0.816175,0.333333333
medium fat dutch cocoa,1,0.815638889,0.2
with potassium carbonate,1,0.815638889,0.166666667
muesli mixture,1,0.815611111,0.333333333
lactic acid starter culture culture,1,0.815222222,0.142857143
sugar powder,1,0.815194444,0.066666667
apple juice powder,1,0.815194444,0.052631579
onion power,1,0.815,0.125
bella di cerignola olive,1,0.814402778,0.5
gaeta olive,1,0.814402778,0.25
purple olive,1,0.814402778,0.2
water chicken chicken,1,0.814361111,0.5
with tomato juice,1,0.814361111,0.2
waterchestnut,1,0.814222222,0.166666667
rice brown rice,1,0.814194444,1
bouillon,1,0.814194444,0.1
maltodextrin-tapioca,1,0.814194444,0.076923077
rose aroma,1,0.814158466,1
polyglucitol syrup,1,0.814158466,0.5
orange blossom,1,0.814158466,0.5
blackberry juice solid,1,0.814158466,0.1
red bell pepper granule,1,0.814111111,0.1
sugar beet syrup,1,0.814,0.2
apple juice color,1,0.813944444,0.055555556
honey topping white sauce,1,0.813944444,0.083333333
alla panna sauce,1,0.813731481,0.5
mayonnaise style dressing,1,0.813666667,0.5
green superfood superfood blend,1,0.813666667,0.166666667
color fd&c red no 40,1,0.813666667,0.1
from sunflower,1,0.813666667,0.076923077
algae calcium,1,0.813666667,0.071428571
lemongrass extract,1,0.813666667,0.0625
camu camu berry,1,0.813666667,0.05
from guava,1,0.813666667,0.045454545
holy basil,1,0.813666667,0.043478261
as succinate,1,0.813666667,0.043478261
licorice root extract,1,0.813666667,0.041666667
milk thistle seed extract,1,0.813666667,0.04
eleuthero root extract,1,0.813666667,0.038461538
dunaleiella salina algae,1,0.813666667,0.035714286
grape seed extract,1,0.813666667,0.033333333
green tea leaf extract,1,0.813666667,0.032258065
as beta-carotene,1,0.813666667,0.03030303
bilberry fruit extract,1,0.813666667,0.03030303
disodium phosphate-dihydrate,1,0.813597222,0.090909091
sodium carbonate dextrose,1,0.813575,0.090909091
b6,1,0.813555556,0.1
b12,1,0.813555556,0.090909091
annato a vegetable color,1,0.813537037,0.142857143
sonoma chicken salad,1,0.813444444,1
red baby butter lettuce,1,0.813444444,0.25
multileaf green oak,1,0.813444444,0.2
sausage topping,1,0.813444444,0.2
yellow dye no 6,1,0.813444444,0.111111111
pak choi,1,0.813444444,0.111111111
red mizuna,1,0.813444444,0.1
sonoma dressing,1,0.813444444,0.333333333
green mix,1,0.813444444,0.333333333
spice topping,1,0.813444444,0.166666667
popping c,1,0.813388889,0.5
isomaltulose,1,0.813388889,0.2
pasilla chile,1,0.813388889,0.2
natural flavor coconut,1,0.813388889,0.090909091
fillo dough,1,0.813305556,0.5
cellulose corn starch,1,0.812907407,0.166666667
garlic crouton,1,0.812810185,0.25
crisp quinoa,1,0.812810185,0.2
ham-except for that in celery powder,1,0.812694444,0.25
fairtrade milk chocolate with hazelnut,1,0.812666667,1
spinach sauce spinach,1,0.812666667,1
cocoa solid minimum,1,0.812666667,0.125
basmati rice water,1,0.812666667,0.058823529
lamb bone lamb,1,0.812666667,0.045454545
fire green tomato,1,0.812646296,1
the st,1,0.812444444,0.090909091
sugar banana puree,1,0.812392593,0.2
gelatin vegetable juice,1,0.812392593,0.166666667
pear purée concentrate,1,0.812194444,0.333333333
spinach purée,1,0.812194444,0.2
cherry topping,1,0.812166667,0.5
parmigiano,1,0.811921296,0.333333333
chicken pomodoro chicken breast strip with rib meat,1,0.811444444,1
mafalda pasta pasta,1,0.811444444,0.055555556
bay,1,0.811444444,0.043478261
oil lime,1,0.811277778,0.071428571
oil onion,1,0.811277778,0.058823529
chocolate cocoa solid min,1,0.811240741,0.142857143
tetrapotassium diphosphate,1,0.811168519,0.083333333
dough tapioca flour,1,0.811111111,1
potato starch calcium sulfate,1,0.810703704,0.2
cellulose psyllium,1,0.810555556,0.076923077
starch product,1,0.810444444,0.25
almond sugar,1,0.81,0.5
buckwheat sprout,1,0.809833333,1
sunflower sprout,1,0.809833333,0.1
blue agave cactus inulin,1,0.809833333,0.066666667
puffed buckwheat,1,0.809833333,0.066666667
baobab fruit,1,0.809833333,0.0625
cactus fiber,1,0.809833333,0.058823529
maqui berry,1,0.809833333,0.058823529
yacon root,1,0.809833333,0.055555556
green banana,1,0.809833333,0.052631579
camu camu,1,0.809833333,0.05
vater,1,0.809468519,0.5
bhabht,1,0.809277778,0.111111111
ginger lime dressing water,1,0.809055556,0.333333333
bone skin chicken breast with rib meat water wheat flour,1,0.808930556,1
sea salt cane sugar garlic powder salt wheat onion powder palm oil yeast yeast extract yeast extract maltodextrin spice paprika extract,1,0.808930556,0.5
yogurt cranberry,1,0.808833333,1
fish concentrate,1,0.808699074,0.2
chocolate pecan cookie,1,0.808666667,1
chocolate cookie,1,0.808666667,0.5
oat cookie,1,0.808666667,0.333333333
no nitritenitrate except for those natural occurring in celery juice powder egg are produced from hen that are non-caged,1,0.808551852,0.0625
egg white protein,1,0.808444444,0.333333333
filling milk ricotta cheese,1,0.808388889,0.142857143
chocolate truffle,1,0.808277778,0.111111111
apple cide vinegar,1,0.808203704,0.333333333
orange pepper,1,0.808185185,0.5
mango piece,1,0.808185185,0.25
mini fillo cup,1,0.808157407,0.5
berry jam,1,0.808157407,0.333333333
i,1,0.808055556,0.1
sheep milk cheese,1,0.807944444,0.166666667
chickpea kofta curry onion,1,0.807555556,1
spinach pilaf water,1,0.807555556,0.05
lysozene,1,0.8075,0.111111111
savory ground,1,0.807444444,0.2
pure grade rice bran oil,1,0.807444444,0.058823529
vegan pork flavor,1,0.807444444,0.05
bacon sauce,1,0.807444444,0.045454545
concentrated vegetable,1,0.807444444,0.166666667
bacon flour,1,0.807444444,0.041666667
pine kernel,1,0.807277778,0.083333333
tamarind fruit,1,0.80725,0.090909091
millk,1,0.806990741,1
with virgin olive oil,1,0.806833333,0.2
caramel topping,1,0.806763889,0.5
phospholipase,1,0.806731481,0.1
tumeric extract,1,0.806564815,0.125
sea salt from milk,1,0.806555556,0.166666667
cottonseedcellulose,1,0.806222222,0.1
calcium peroxide calcium iodate,1,0.806222222,0.052631579
pouc acid,1,0.806222222,0.04
sweetener isomalt,1,0.806079497,1
maltilol,1,0.805944444,0.2
ground beef from steak cut,1,0.805867593,1
white miso paste,1,0.805851852,0.2
cinnamon pecan,1,0.805833333,0.333333333
honey chocolate chip,1,0.805777778,0.5
date vanilla,1,0.805777778,0.25
sodium citrate sunflower lecithin,1,0.805481481,0.043478261
jicama juice concentrate,1,0.805451389,0.2
black truffle oil concentrate,1,0.805451389,0.090909091
bacon except for those in celery powder,1,0.805388889,0.2
white miso powder,1,0.805166667,0.5
lacton,1,0.805166667,0.166666667
bonito powder monosodium glutamate,1,0.805166667,0.166666667
dl-methionine,1,0.805166667,0.071428571
horse mackerel,1,0.805166667,0.071428571
tapioca glucose syrup,1,0.80515463,0.25
bone chicken breast with rib meat water wheat flour cauliflower chickpea yellow corn flour wheat protein,1,0.805055556,1
corn starch salt brown sugar dextrose sugar sunflower oil yeast pea product bamboo fiber onion powder garlic powder spice white pepper yeast extract psyllium husk soybean oil guar gum paprika extract natural flavor,1,0.805055556,0.5
taco dip,1,0.804888889,1
soup base,1,0.804791667,0.5
hardwoord smoke,1,0.804722222,0.2
gouda flavor,1,0.804473148,0.166666667
bourbon vanilla extract,1,0.804333333,0.25
origin basil,1,0.804333333,0.333333333
citrus peel,1,0.804085185,0.2
garden vegetable tortilla,1,0.804,1
carboxymethyl gum,1,0.804,0.071428571
worcestershire sauce concentrate,1,0.804,0.037037037
citrus cell,1,0.803759259,0.0625
alfredo base,1,0.803388889,0.25
poolish,1,0.803185185,0.5
farfalle pasta,1,0.802222222,1
grain mustard,1,0.802222222,0.076923077
flour cheese blend,1,0.802166667,0.2
freeze miso,1,0.801944444,1
freeze tofu,1,0.801944444,0.5
fire zucchini,1,0.801666667,0.5
yellow lentil,1,0.801666667,0.166666667
cacao spice,1,0.801648148,0.071428571
milk water caramel swirl sugar water corn syrup fructose corn syrup milk solid cream butter salt salt molasse pectin soy lecithin natural flavor potassium sorbate sodium citrate lactic acid maltitol syrup coconut oil whey glycerin cream corn fiber vegetable gum caramel mono,1,0.801555556,1
bone chicken breast with rib meat water rice flour yellow corn flour yellow corn meal,1,0.801555556,1
natural flavor acesulmame potassium sucralose,1,0.801555556,0.5
sea salt corn starch garlic powder cane sugar onion powder raisin juice concentrate honey white pepper black pepper yeast extract,1,0.801555556,0.5
lecithin oil,1,0.801240741,0.5
joe chip batche select potato with vegetable oil,1,0.801185185,1
proprionic acid,1,0.801166667,0.034482759
palm kernel oil blend,1,0.801092593,0.25
with pineapple juice concentrate,1,0.801092593,0.2
with a solution potassium sorbate freshness,1,0.801027778,0.071428571
teff seed,1,0.801,0.111111111
corn rice flour,1,0.801,0.055555556
soybean wheat,1,0.800944444,0.1
shichimi togarashi,1,0.800944444,0.076923077
ginger flake,1,0.800888889,0.076923077
sodium metaphosphate,1,0.800888889,0.035714286
filling asiago cheese,1,0.800788757,1
caramel with water,1,0.800680556,1
potato with shell,1,0.800666667,1
chocolate base,1,0.800666667,0.2
red curry spice,1,0.800575926,0.333333333
dark vinegar,1,0.8005,0.125
calcium sulfate coagulant,1,0.800027778,0.125
hydroxypropyl distarch phosphate,1,0.799944444,0.142857143
tortellini cheese pasta,1,0.799722222,1
roman cheese,1,0.799722222,0.333333333
dairy solid,1,0.799722222,0.125
pasta fancy durum wheat flour,1,0.799722222,0.125
skim milk mozzarella cheese,1,0.79962963,0.333333333
oyster sauce rater,1,0.799611111,0.047619048
sorbitan monostearate carreageenan,1,0.799555556,0.2
people with allergy like peanut pea protein into diet because the possibility a pea protein allergy,1,0.799490741,0.037037037
no nut,1,0.799490741,0.035714286
hickory sea salt,1,0.798935185,0.142857143
filling ricotta,1,0.798824074,0.166666667
pecorino romano milk,1,0.798824074,0.125
patoto,1,0.798736243,0.333333333
taomato powder,1,0.798736243,0.1
maltodextrin sugar,1,0.798492593,0.2
moss,1,0.798388889,0.0625
dill pickle almond,1,0.798333333,1
ranch peanut,1,0.798333333,0.5
yellow corn masa,1,0.798333333,0.076923077
quinoa corn stick,1,0.798333333,0.083333333
xanthan gum in vegetable oil,1,0.798319444,0.071428571
bbq sauce sugar,1,0.798319444,0.066666667
marzano tomato,1,0.798222222,1
phyllo dough,1,0.798222222,0.5
tomato cream,1,0.798222222,0.333333333
mostarda,1,0.798222222,0.333333333
cheese sheep milk milk,1,0.798222222,0.25
pear flavor,1,0.798222222,0.090909091
raspberry vinaigrette,1,0.798166667,0.5
tortillas,1,0.798166667,0.333333333
lollo rosa,1,0.798166667,0.333333333
flatbread chip,1,0.798166667,0.25
parella,1,0.798166667,0.125
ancho chili pepper base,1,0.798166667,0.066666667
pumpkin purée,1,0.798151984,0.5
sugsar,1,0.797944444,0.333333333
cheese sweet potato,1,0.797777778,0.2
clean mango,1,0.797757407,1
ground white pepper),1,0.7975,0.142857143
cheddar cheese topping,1,0.7975,0.125
sea mineral,1,0.797388889,0.25
bing,1,0.796666667,1
buttermilk biscuit wheat flour,1,0.796666667,0.333333333
s wheat flour,1,0.796666667,0.25
bitter almond oil,1,0.796666667,0.083333333
sautéed butter type flavor,1,0.796666667,0.045454545
green mung bean,1,0.796166667,0.166666667
salt pack,1,0.795587037,0.166666667
couverture chip,1,0.795277778,0.5
mini phyllo cup,1,0.795163889,0.5
ground sage,1,0.795163889,0.083333333
than calcium silicate caking,1,0.795138889,0.055555556
cheese flavor base,1,0.795111111,0.125
style meatball crumble,1,0.795,0.5
pancetta crumble,1,0.795,0.142857143
natural flavor except for those in celery powder,1,0.795,0.071428571
lime concentrate,1,0.794444444,0.333333333
thai beef massaman curry bone beef,1,0.794,1
massaman curry paste,1,0.794,0.2
green cardamom,1,0.794,0.0625
mold,1,0.794,0.055555556
thai rice basmati rice,1,0.794,0.055555556
yamasa soy sauce,1,0.794,0.04
seasoning sea salt,1,0.793833333,0.333333333
soursop puree,1,0.793768519,0.5
style bread crumb,1,0.793562963,1
albacore,1,0.793222222,0.333333333
ponzu sauce,1,0.793222222,0.166666667
red pepper mix,1,0.793222222,0.1
citrus seasoning,1,0.793222222,0.1
peel m,1,0.793222222,0.083333333
dashi powder,1,0.793222222,0.076923077
green laver,1,0.793222222,0.066666667
bar the mango,1,0.793166667,1
roast turkey,1,0.793137037,0.333333333
clove powder s,1,0.793068386,0.076923077
chicken breast with rib meat chunk,1,0.793055556,0.5
pinapple,1,0.793,0.25
spinach paneer spinach,1,0.792944444,1
turmeric rice water,1,0.792944444,0.05
soybean vitamin e,1,0.792916667,0.25
patty,1,0.792833333,1
pea protein blend,1,0.792833333,0.2
slt,1,0.792611111,0.25
plain donut,1,0.792416667,1
blueberry icing,1,0.792416667,0.5
cake donut,1,0.792416667,0.333333333
paprika extract citric acid,1,0.792277778,0.090909091
predusted,1,0.791875,0.25
spice powder,1,0.791852646,0.2
char siu seasoning,1,0.791759259,0.5
monterey jack cheese blend,1,0.791751587,0.5
blend cheese,1,0.791751587,0.166666667
beef dog no nitritenitrate except for the nitrate in celery powder,1,0.791368519,0.5
salt natural flavor,1,0.791277778,0.055555556
green curry coconut cream,1,0.791222222,1
honey walnut,1,0.791222222,0.142857143
rice noodle rice,1,0.791222222,0.058823529
white pepper powder,1,0.791111111,0.142857143
plant protein,1,0.791111111,0.125
100 cream,1,0.791,0.333333333
buffalo seasoning chicken,1,0.791,0.25
bbq sauce seasoning,1,0.791,0.25
natural flavor grill,1,0.791,0.071428571
ritz cracker,1,0.790555556,0.25
fructose corn syrup soy lecithin barley flour natural flavor,1,0.790555556,0.090909091
strawberry flavor fat milk,1,0.790333333,1
cholecalciferol blueberry flavor fat milk,1,0.790333333,0.1
topping garlic,1,0.790305556,0.125
a solution solution water,1,0.790222222,0.5
finio,1,0.790111111,1
locust bean powder,1,0.790111111,0.25
boabab leaf powder,1,0.790111111,0.090909091
pink sea salt,1,0.790055556,0.2
kelp noodle,1,0.790027778,1
swerve,1,0.790027778,0.25
crepe water,1,0.790001852,1
filling blueberry,1,0.790001852,0.1
pepper mash,1,0.789686111,0.142857143
cayenne pepper mash,1,0.789686111,0.1
garlic caesar dressing,1,0.789555556,0.5
enzyme agent,1,0.789555556,0.166666667
crystalline caking,1,0.789555556,0.142857143
strawberry fruit base,1,0.789444444,0.5
plant gum,1,0.789333333,0.125
granola oat,1,0.789333333,0.058823529
carrot beef fat,1,0.789325,0.25
bicarbonate as leavening agent,1,0.789222222,0.111111111
creamer blend,1,0.789087037,1
chipotle chile paste,1,0.788944444,0.076923077
snow crab extract,1,0.78849709,0.1
pollock oil,1,0.78849709,0.076923077
caramel walnut,1,0.788444444,0.333333333
brownie piece,1,0.788444444,0.25
cut wheat,1,0.788277778,0.166666667
cut rye,1,0.788277778,0.125
bulgar wheat,1,0.788277778,0.090909091
rye chop,1,0.788277778,0.0625
plum puree concentrate,1,0.788166667,0.0625
corn starchwheat flour,1,0.787555556,0.2
celery juice solid,1,0.787555556,0.166666667
sugar milk chocolate,1,0.787388889,0.5
shea oil sunflower oil,1,0.787388889,0.2
green anaheim pepper puree,1,0.787333333,0.333333333
thai basil puree,1,0.787333333,0.090909091
black soy sauce,1,0.787166667,0.1
natural flavor smoke flavor,1,0.787055556,0.083333333
bone chicken cutlet,1,0.787018519,1
sodium nitrate dextrose,1,0.786666667,0.125
monocalcium phosphate menohydrate,1,0.786666667,0.090909091
penne rigate,1,0.786402778,1
breadcrumb,1,0.786041667,0.333333333
chicken flavor concentrate,1,0.785958333,0.166666667
s chicken,1,0.785958333,0.125
red curry paste,1,0.785833333,0.166666667
galangal powder,1,0.785833333,0.083333333
nori flake,1,0.785810185,0.25
bone beef chuck roast,1,0.785763889,1
with solution water,1,0.785763889,0.5
kernel shoepeg white corn,1,0.785611111,1
butterfat by USa,1,0.785611111,0.2
bouron vanilla bean,1,0.7855,0.066666667
blackcurrant concentrate color,1,0.785018519,0.111111111
carrot juice concentrate color,1,0.785018519,0.1
grain durum wheat,1,0.785011111,1
kashmiri red chilis,1,0.784888889,0.2
bread cube,1,0.784666667,0.2
chicken glaze,1,0.784666667,0.125
with sesame seed,1,0.784652778,0.083333333
potato apple seasoning,1,0.784490741,0.25
strawberry beet seasoning,1,0.784490741,0.25
orgnaic flavor,1,0.784490741,0.1
nonfatmilk,1,0.784425926,0.066666667
barbeque ranch dressing,1,0.784222222,0.5
barbeque chicken breast with rib meat,1,0.784222222,0.037037037
barbeque rub,1,0.784222222,0.033333333
carrot concentrate for color,1,0.784166667,0.090909091
parmigiano-reggiano cheese,1,0.784037037,0.25
powder milk,1,0.784037037,0.166666667
cheese rennet,1,0.784037037,0.166666667
moss extract,1,0.784027778,0.142857143
green jalapeno pepper puree,1,0.783902778,0.2
three chile barbacoa sauce,1,0.783888889,0.2
panko chicken,1,0.783833333,0.5
lemongrass shallot,1,0.783609127,1
pink salt s,1,0.783609127,0.2
in collagen casing,1,0.78350463,0.076923077
sugar cane,1,0.783166667,0.090909091
lycopene extract,1,0.783032407,0.076923077
pumpkin juice concentrate,1,0.782944444,0.111111111
spirulina juice concentrate,1,0.782944444,0.090909091
plam kernel oil,1,0.782862963,0.333333333
bok choy cabbage,1,0.78275,0.25
beef broth concentrate,1,0.782722222,0.2
decorative sugar,1,0.782277778,0.333333333
cane sugar crystal,1,0.782277778,0.25
porcini powder,1,0.782250265,0.1
sea clam juice,1,0.782125,0.166666667
razor clam,1,0.782125,0.142857143
filling chicken broth,1,0.782111111,1
s chicken broth,1,0.782111111,0.076923077
lime juice sunflower lecithin,1,0.781917593,0.142857143
glucone delta lactone,1,0.781917593,0.125
beef dog except for those in sea salt,1,0.781861111,0.5
carotenal,1,0.781619444,0.076923077
skin eggplant cutlet,1,0.781611111,1
potassium sorbate fd&c red no 40,1,0.781533333,0.052631579
sodium carbonate acid,1,0.781203704,0.2
ammonium carbonate acid,1,0.781203704,0.166666667
beef bean vegetable oil,1,0.781166667,0.5
vitamin e vitamin e,1,0.781166667,0.043478261
pureed carrot,1,0.781111111,0.166666667
pureed sweet potato,1,0.781111111,0.142857143
pureed celery,1,0.781111111,0.125
strawberry concentrate,1,0.781,0.25
strawberry dessert,1,0.78095,1
beef flavor base,1,0.780833333,0.041666667
pastry wheat flour,1,0.780657407,0.076923077
cherry with fruit juice concentrate,1,0.78062963,0.25
bran rice,1,0.780527778,0.25
blue agave nectar syrup,1,0.780509259,0.1
spice bbq sauce tomato paste,1,0.7805,0.1
nonpariel,1,0.780477778,0.25
sugar confetti,1,0.780477778,0.333333333
water beef steak beef steak,1,0.780357143,0.142857143
ground chili pepper dough conditioner,1,0.780357143,0.047619048
butter toffee,1,0.780227778,0.2
inulin from root fiber,1,0.780222222,0.333333333
isomalt from beet,1,0.780222222,0.25
peach juice,1,0.780222222,0.2
/or sunflower lecithin,1,0.780222222,0.125
monocalicum phosphate,1,0.779962963,0.066666667
teriyaki rub,1,0.779937037,0.5
teriyaki kalbi sauce,1,0.779937037,0.333333333
apple juice from apple,1,0.779444444,1
monoglyceride polyglycerol polyricinoleate,1,0.779328704,0.125
cheese cheddar,1,0.779305556,0.25
lemon basil,1,0.779111111,0.2
green gean,1,0.779111111,0.090909091
brownie dough,1,0.779055556,0.2
com starch,1,0.779055556,0.1
ingrediebt wheat flour,1,0.778898148,1
grain blend meat binder,1,0.778829365,0.142857143
jalapeño puree,1,0.778829365,0.058823529
ground mustard seed bran,1,0.778666667,0.142857143
red chilli s,1,0.77865754,0.1
apple turnover,1,0.778393519,1
Specialty Pork Cut,1,0.778298148,1
sunflower oil biena ranch seasoning,1,0.778055556,0.5
mountain blueberry fat milk,1,0.777974868,1
cholecalciferol berry fat milk,1,0.777974868,0.1
yellow corn flower,1,0.777888889,0.5
amaranth flake,1,0.777833333,0.083333333
white rotini pasta,1,0.777222222,1
bacon ranch dressing,1,0.777222222,0.5
style chicken breast meat with rib meat,1,0.777222222,0.2
ferrous gluconate stabilize color,1,0.777222222,0.125
skim milk powder blend,1,0.777222222,0.066666667
topping sauteed onion,1,0.777166667,0.090909091
parmesan cow milk,1,0.776831481,0.333333333
brown gravy mix,1,0.776791667,0.083333333
char flavor,1,0.776791667,0.071428571
watermelon puree,1,0.776777778,1
beef water,1,0.776481481,1
smoke flavor black pepper,1,0.776388889,0.166666667
pea bean,1,0.776166667,0.5
sesame chicken tenderloin,1,0.775777778,0.5
butter chicken meatball chicken without bone,1,0.775722222,1
canola oil saffron rice basmati rice,1,0.775722222,0.045454545
vegan provolone,1,0.775666667,0.333333333
gf baking powder,1,0.774986111,0.1
pasta with cheese sauce,1,0.774333333,0.2
spice chablis wine,1,0.774333333,0.055555556
red bean paste,1,0.774222222,0.5
onion base,1,0.774166667,0.111111111
garlic avocado oil,1,0.773997222,0.142857143
except that in celery powder,1,0.773888889,0.2
beef with beef broth,1,0.773777778,0.071428571
cane syrup solid,1,0.773777778,0.05
cayenne pwder,1,0.7735,0.071428571
with acid sunflower oil,1,0.773333333,0.076923077
with than silicon dioxide,1,0.773333333,0.071428571
nut flavor,1,0.773182937,0.125
simple tomato,1,0.773046296,1
vegan pepperoni,1,0.772777778,0.2
corianer,1,0.772771296,0.111111111
sirloin steak,1,0.772222222,1
#NAME?,1,0.771971296,0.2
thiaminj,1,0.771777778,0.0625
worcestershire concentrate,1,0.771396296,0.125
fennel seed),1,0.771396296,0.058823529
liquid egg egg,1,0.771396296,0.166666667
louisiana sauce,1,0.771396296,0.083333333
cheese mixture,1,0.771333333,0.5
mizithra cheese,1,0.771333333,0.25
acidity regulator glucono delta lactone,1,0.771333333,0.142857143
style bacon,1,0.771261111,0.166666667
diacetate,1,0.771261111,0.066666667
silk milk,1,0.771148148,0.25
cow milk culture,1,0.771138889,0.111111111
no nitrate,1,0.771138889,0.090909091
water potato flake,1,0.771138889,0.333333333
no nitrite except those in sea saltcelery powder,1,0.771138889,0.083333333
pea bean with pork in sauce ing water,1,0.770944444,1
sat,1,0.770944444,0.090909091
monterey jack cheese milk,1,0.770944444,0.038461538
polyglycitol syrup,1,0.770701058,0.5
acesulfame potassium color,1,0.770701058,0.166666667
yellow corn meal flour,1,0.770388889,0.333333333
sunflower oil white cheddar seasoning,1,0.770111111,0.5
mickey cheddar cracker flour,1,0.769777778,0.083333333
green chili pepper puree,1,0.769777778,0.071428571
chocoalte liquor,1,0.769569444,0.25
char chicken breast meat,1,0.769555556,0.5
white meat chicken patty white meat chicken,1,0.769152778,1
cheese sauce water,1,0.769152778,0.1
rice syrup powder,1,0.769111111,0.1
turmeric rice,1,0.769,1
timatoe,1,0.769,0.25
tamatoe,1,0.769,0.111111111
tikka masala seasoning,1,0.769,0.076923077
green serrano pepper,1,0.769,0.071428571
garam masala seasoning,1,0.769,0.058823529
red miso powder,1,0.769,0.333333333
guajillo chili pepper paste,1,0.768953704,0.25
amaretti granule,1,0.768927778,0.166666667
meat loaf,1,0.768875,0.333333333
sea vegetable,1,0.768750265,0.333333333
tanarind concentrate,1,0.768609259,0.090909091
filling portabella mushroom,1,0.768608333,1
creme solid,1,0.768608333,0.058823529
turbinado,1,0.768444444,0.333333333
dark wheat bread,1,0.768388889,0.5
salad potato,1,0.768277778,1
garlic gold garlic nugget,1,0.768277778,0.142857143
garam masala powder,1,0.768277778,0.090909091
black bean flake,1,0.768162037,0.5
calcium chlo-ride,1,0.767912037,0.2
garlic extract egg,1,0.767796296,0.047619048
citric acid sodium citrate,1,0.767685317,0.05
raspberry cheesecake,1,0.767466667,1
red bell eppper,1,0.767305556,0.2
mozzarella cheese bite milk,1,0.766944444,0.333333333
cinnamon cookie wheat flour,1,0.766944444,0.125
vanilla sauce,1,0.766937566,0.5
soybean oil food starch,1,0.766761111,0.1
palm oil sodium phosphate,1,0.766761111,0.055555556
butter oil sugar,1,0.766761111,0.05
tortilla flour,1,0.766746032,1
chicken dark meat,1,0.766746032,0.076923077
chicken powder chicken broth powder,1,0.766746032,0.047619048
spice blend garlic,1,0.766388889,0.2
powder cellulose,1,0.76625,0.111111111
sea cashew,1,0.76625,0.333333333
